Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Prix
278.96,4,2015,2951.61,9,352530.0
209.52,2,2022,872.62,4,245501.0
263.46,2,2015,4224.74,7,418449.0
190.46,4,2015,3343.81,6,363756.0
228.72,2,1990,3006.35,9,348593.0
205.28,4,2004,1100.61,2,257938.0
246.32,2,1990,1793.56,7,300165.0
116.33,4,2000,2717.94,5,324171.0
112.07,4,1991,3349.78,7,360619.0
149.42,4,1990,1324.54,1,259288.0
131.91,3,2020,539.9,9,222430.0
274.36,2,2005,2051.42,1,304845.0
143.84,3,2011,2672.92,5,323811.0
295.17,2,2007,1329.95,8,270565.0
167.38,2,2006,2714.74,1,329589.0
136.42,2,2019,2023.19,7,294033.0
257.94,3,1999,2547.9,2,333790.0
231.74,2,2010,2063.56,7,302474.0
199.64,3,2005,3328.11,7,363295.0
211.07,4,1995,693.04,9,240520.0
243.84,2,1992,1269.07,6,265729.0
145.69,2,2010,2447.38,4,317127.0
299.27,4,2002,2103.34,7,315147.0
294.96,4,2007,2262.34,7,319102.0
230.07,2,2013,4116.92,4,407407.0
139.91,4,2016,4488.49,2,417169.0
236.05,3,1993,1619.01,9,282401.0
114.44,3,2011,4263.76,8,407142.0
106.13,2,2013,2564.55,5,320763.0
151.54,3,1999,1732.19,5,336256.6726666667
192.52,3,1991,4934.55,1,447023.0
273.65,2,1995,4211.61,9,414612.0
245.43,4,2007,4974.14,8,453040.0
248.54,2,2006,1256.86,5,264669.0
185.1,3,2012,1147.29,6,254933.0
169.19,2,2019,2765.2,8,338783.0
174.21,2,2010,3373.9,6,366272.0
297.53,3,1999,1269.77,4,336256.6726666667
108.02,3,2002,4371.94,3,336256.6726666667
273.41,2,2001,2894.06,7,349425.0
215.74,3,1998,2349.24,2,317220.0
187.72,3,1993,3209.24,7,353903.0
245.05,3,2013,3357.29,1,362701.0
197.33,3,1994,692.52,5,230338.0
274.68,3,2004,4999.52,9,458674.0
280.14,3,1993,2137.64,1,316411.0
184.34,4,1997,776.94,8,230091.0
155.37,2,2013,4335.45,9,336256.6726666667
218.47,3,2017,4968.58,9,447729.0
282.47,2,2016,4173.61,8,411054.0
142.13,4,1990,4333.47,4,412823.0
224.59,3,2006,3316.71,7,365407.0
226.31,2,2015,4650.47,1,441578.0
246.62,3,2013,660.82,7,234372.0
126.31,3,2010,3950.26,6,389037.0
243.16,3,2019,3518.2,5,336256.6726666667
281.81,3,2002,723.13,1,242384.0
135.94,3,1992,2947.88,8,342385.0
147.51,3,2021,2817.77,1,330149.0
294.28,3,2008,3611.9,1,389703.0
136.2,4,2003,848.89,3,234127.0
270.88,4,2011,4123.75,8,409204.0
198.46,3,2006,1127.32,8,250949.0
149.45,3,1993,2383.99,7,336256.6726666667
274.15,4,2008,4465.8,5,429774.0
189.06,4,1991,3022.39,8,346809.0
202.96,4,2004,2208.16,2,311653.0
171.85,3,1991,716.91,8,233226.0
218.59,2,2000,3525.23,2,378828.0
132.7,2,2012,4939.46,5,444758.0
178.22,2,1999,4603.08,4,427196.0
293.88,2,1992,3727.83,1,398558.0
151.63,3,1994,973.82,5,246915.0
231.35,2,1992,1577.48,7,282266.0
165.04,4,2002,1340.82,1,257331.0
254.69,4,2008,2099.58,2,309030.0
126.17,2,2013,1559.83,9,271246.0
293.96,4,2013,1599.98,5,288252.0
190.76,3,2006,3275.28,7,361478.0
147.21,2,1999,1934.16,2,292145.0
114.7,2,1991,3547.23,7,370202.0
133.95,3,2012,4765.5,7,426429.0
203.95,4,1995,3373.15,7,371608.0
167.4,3,1991,3882.46,5,384935.0
265.78,3,2010,3882.11,9,397943.0
186.18,4,2018,1988.16,2,294701.0
149.74,3,1996,567.31,4,220002.0
223.43,4,2018,747.72,2,241954.0
241.36,4,2012,1769.27,8,291811.0
133.41,3,2022,3602.94,1,375417.0
133.52,4,1997,4580.07,9,423626.0
107.33,3,2001,4814.59,5,425219.0
247.28,4,1999,616.32,3,231888.0
232.76,2,2004,4955.39,4,451514.0
194.93,4,2013,1951.24,1,298026.0
268.83,4,2015,4293.3,3,414720.0
261.13,3,1992,1311.33,8,272523.0
217.07,4,1991,783.04,2,240656.0
273.65,2,1995,2202.6,2,311960.0
141.17,2,2010,4365.16,9,413229.0
122.38,4,1998,1493.71,5,265562.0
153.95,4,1999,1192.81,5,255562.0
111.42,2,1992,4594.12,1,414253.0
206.23,3,2013,4722.52,6,434734.0
287.32,2,2011,556.47,8,238254.0
107.87,2,2003,3773.46,6,380608.0
124.42,4,2016,1891.43,7,289514.0
190.44,4,2022,2186.17,4,307207.0
286.78,2,2011,2610.96,2,338781.0
163.23,3,2018,2420.56,1,316284.0
201.45,2,2008,2817.38,6,337035.0
108.31,2,2008,3120.63,9,345983.0
129.67,3,1995,2595.18,5,326126.0
297.33,2,2008,3657.04,2,393619.0
293.02,2,2002,3733.71,1,390401.0
100.99,4,2015,2481.62,3,313048.0
290.36,3,2011,1141.08,4,261339.0
227.82,4,2010,3382.88,7,371316.0
273.58,4,1991,3978.31,9,407000.0
190.95,3,2019,3371.49,8,373300.0
203.12,3,2016,3146.25,9,352686.0
197.77,2,1996,1532.35,7,277372.0
233.37,4,2009,3403.12,8,372276.0
127.93,3,2020,2006.85,8,292240.0
105.99,4,2012,4638.01,1,419544.0
161.59,4,2002,3441.74,9,372880.0
240.94,3,2006,1751.81,2,285014.0
140.37,2,1993,2628.17,7,322833.0
234.69,4,2003,4309.62,5,418455.0
293.98,3,2009,2009.59,4,309143.0
118.78,2,2002,2864.48,1,337975.0
234.52,4,1992,3558.51,1,376500.0
188.75,3,2015,3895.38,3,394665.0
273.63,4,2015,1282.51,1,269593.0
135.43,3,2007,3043.19,8,345434.0
238.53,3,2021,4604.9,3,431609.0
267.62,4,2003,4857.62,2,448052.0
288.92,4,1992,3452.65,6,378568.0
236.65,3,1990,4926.47,4,446638.0
199.43,2,2015,3068.31,4,350779.0
223.57,4,2013,2491.72,2,326825.0
273.78,3,2003,2982.14,2,350260.0
214.12,3,1992,1020.71,6,249994.0
106.08,2,2002,2307.72,5,303150.0
286.19,2,2003,2562.82,9,334289.0
237.91,2,2010,4318.83,4,417813.0
235.3,4,2015,3913.92,5,400704.0
143.14,3,1992,3206.42,1,355196.0
231.78,3,1993,2062.75,2,304978.0
178.77,3,1990,1341.66,3,336256.6726666667
230.25,2,2022,2064.94,5,304717.0
121.32,3,1996,3559.12,5,368622.0
231.57,4,2000,1683.67,4,280361.0
299.88,2,2016,2420.99,3,331220.0
109.64,2,2003,2240.47,9,303451.0
295.43,2,2011,3945.16,1,408128.0
181.38,2,2005,4477.04,6,419203.0
274.15,4,2001,3647.17,7,336256.6726666667
256.48,3,1999,2037.21,4,304813.0
213.4,4,2013,2449.3,3,321002.0
247.69,3,2007,1145.08,8,265147.0
275.7,4,2011,1256.44,9,269997.0
180.83,2,1998,1239.32,1,263414.0
165.41,2,2006,1087.64,9,250660.0
233.52,4,2002,1308.12,7,269655.0
261.57,4,1995,1412.1,1,277462.0
252.46,3,2010,1003.31,7,253078.0
259.56,4,1996,3381.17,5,373927.0
187.12,4,2014,4956.81,7,446434.0
263.57,3,2000,4456.34,9,429770.0
124.04,3,2003,705.21,8,224033.0
208.9,3,2018,2403.76,6,322097.0
101.15,4,1999,4366.9,2,410650.0
164.92,3,1994,1106.04,8,248541.0
173.29,2,1997,4314.4,4,408942.0
179.23,2,1994,3167.15,8,349863.0
239.09,2,2013,4690.84,7,336256.6726666667
177.71,4,2015,4442.18,4,417088.0
189.74,2,1995,3546.65,8,379053.0
147.51,4,2005,3460.2,2,366342.0
174.65,4,2001,1459.24,9,272845.0
145.45,2,2000,1025.39,6,336256.6726666667
114.64,3,1992,2369.27,7,336256.6726666667
220.69,4,1995,1339.61,1,336256.6726666667
233.64,2,2008,960.88,3,336256.6726666667
223.9,4,2007,1860.47,5,295014.0
192.7,3,2005,4372.2,7,418825.0
175.96,3,2012,577.17,1,336256.6726666667
272.67,2,1998,1816.87,9,296147.0
203.82,4,1992,2408.23,5,315187.0
195.84,4,1997,2797.56,3,338648.0
105.13,4,1993,1317.1,7,336256.6726666667
168.25,4,2001,4838.99,8,438546.0
176.04,2,2020,3104.93,3,355684.0
179.76,3,2014,2849.5,7,336256.6726666667
216.03,2,2005,539.7,7,225388.0
206.72,4,2003,2685.72,4,332982.0
221.58,4,2002,4269.52,9,411130.0
252.98,3,1996,1488.4,1,281190.0
262.6,4,2001,2080.43,1,310587.0
243.62,2,1993,592.57,5,336256.6726666667
291.1,2,1991,4896.17,3,458551.0
103.65,3,1992,799.93,9,229089.0
139.16,2,1993,4542.0,5,420671.0
101.51,2,2001,1908.44,7,284125.0
229.49,2,2008,3144.0,1,359674.0
279.61,2,1999,3556.92,2,383543.0
148.7,4,1990,1133.73,4,246057.0
285.41,2,2006,2496.92,9,334933.0
112.05,3,2005,1964.6,5,286565.0
286.89,3,1998,754.71,5,246762.0
170.32,2,1998,4249.37,9,407662.0
120.28,3,1998,703.25,8,226783.0
197.17,2,2001,3439.66,2,371505.0
151.36,3,2004,1913.35,7,290497.0
156.97,3,1991,1364.58,1,264563.0
161.46,2,2000,3501.89,9,336256.6726666667
260.61,2,2000,3085.42,3,361177.0
207.83,4,1997,1918.65,2,291906.0
162.26,2,2021,2808.32,4,333511.0
222.07,2,1995,1608.07,4,282317.0
243.23,4,2009,4386.63,3,425261.0
154.52,2,1997,1912.18,2,290537.0
182.71,2,2008,1603.19,5,281840.0
124.38,4,1996,3883.25,4,383276.0
136.23,2,2020,579.17,5,218963.0
236.22,2,2007,1706.05,8,289947.0
136.29,4,2003,2189.28,2,302697.0
205.03,4,2006,4470.07,9,425445.0
241.81,3,1998,4776.99,1,437783.0
121.38,2,2009,3724.15,8,376752.0
213.46,3,2017,2716.39,5,341474.0
151.31,3,2009,3382.8,2,362900.0
292.59,4,2016,2363.0,8,330183.0
196.71,2,1997,1844.72,5,292590.0
261.2,2,2021,4778.1,3,336256.6726666667
210.05,4,1990,1019.26,7,254433.0
108.68,3,2006,2058.77,4,336256.6726666667
226.63,4,1998,4545.9,6,428332.0
290.28,2,2009,3754.14,8,394543.0
220.32,4,2021,630.96,1,233963.0
263.84,2,1991,603.95,2,230488.0
276.84,3,2021,2824.31,8,350353.0
145.62,2,1998,2679.14,7,328847.0
142.41,3,2019,2493.46,9,317271.0
222.2,3,2009,1860.55,2,336256.6726666667
182.21,2,1990,4939.87,8,442830.0
267.97,2,1994,1723.94,6,336256.6726666667
280.0,3,1990,2705.18,1,340862.0
170.68,4,2003,2322.02,4,312612.0
147.37,2,1998,1266.12,2,258801.0
256.11,3,2019,1411.78,7,271582.0
154.96,3,2013,4632.36,9,426623.0
264.52,4,1993,4362.26,6,423213.0
184.75,2,2003,1395.7,4,268305.0
233.51,3,2014,4440.48,5,426831.0
119.11,4,1993,1441.34,1,262326.0
224.77,3,2014,3319.46,4,367407.0
190.35,2,1999,865.76,3,238495.0
217.32,4,1996,4461.66,9,424477.0
133.6,3,2002,731.75,6,226665.0
247.37,4,1993,2997.24,4,354146.0
272.56,2,2003,4008.7,3,408969.0
143.35,4,2007,1025.76,4,246454.0
119.14,2,1997,2320.16,8,311050.0
104.73,3,2021,688.78,5,223879.0
228.39,2,2016,3572.39,1,376458.0
221.42,3,2012,1883.52,5,294633.0
209.34,3,1996,3017.28,8,348387.0
146.39,2,2001,4697.3,4,426990.0
178.18,3,2014,1876.36,2,284134.0
218.9,4,1992,718.82,3,236379.0
199.35,3,2015,3540.32,9,376357.0
297.56,2,1993,4040.79,7,411609.0
127.29,4,2004,4810.41,3,434326.0
239.03,4,2021,1210.1,5,262962.0
180.86,3,2018,2264.63,3,313402.0
185.64,3,1999,4298.63,4,414744.0
243.52,2,2010,4130.92,8,407992.0
238.49,4,2005,3311.58,3,368361.0
298.25,2,2008,1712.16,3,336256.6726666667
125.68,3,2018,1778.16,8,282604.0
120.82,4,2007,1058.01,7,242318.0
244.87,2,2005,4648.34,7,431828.0
215.68,2,1990,1278.19,2,258797.0
154.83,2,1991,3077.99,7,341871.0
115.88,2,2004,3129.58,3,345956.0
117.13,2,2017,2163.22,7,299399.0
278.84,4,1990,2086.33,4,306663.0
138.37,2,1994,3508.65,8,366183.0
164.67,4,2011,2247.34,8,305545.0
145.33,2,2002,1648.02,6,271311.0
171.0,3,1990,2296.09,3,309720.0
113.88,3,2005,4134.48,6,399764.0
203.81,2,2011,4849.15,6,440200.0
113.52,3,2021,3361.78,3,362989.0
260.07,4,2005,4019.46,4,405619.0
146.74,2,2004,2897.71,2,341221.0
208.0,4,2001,3311.7,1,364870.0
276.02,2,1990,4946.39,2,454065.0
230.18,3,2006,2472.88,7,321002.0
206.59,4,2017,798.15,5,242338.0
164.87,3,1996,4806.53,9,435759.0
166.6,3,1998,4068.78,3,336256.6726666667
233.9,2,2011,2292.4,2,315644.0
298.83,4,2015,4920.78,4,336256.6726666667
232.37,3,2001,2054.91,2,305685.0
211.56,2,1996,2174.54,7,305432.0
246.13,2,2004,3243.79,6,368376.0
193.04,2,2010,1734.56,8,281918.0
112.03,3,2003,3643.57,5,369575.0
212.46,2,1991,1187.83,2,262309.0
291.53,4,1997,986.11,4,257010.0
135.06,4,1995,2906.95,1,337950.0
238.0,3,2022,2999.72,2,351159.0
140.19,4,1995,979.95,4,244490.0
207.17,2,2015,4838.79,6,440860.0
119.34,3,2003,3079.79,4,345940.0
190.07,2,1997,1179.66,4,252978.0
251.23,3,2002,1901.49,2,297977.0
169.51,3,2002,4101.05,9,401649.0
232.98,2,2017,2854.54,8,346568.0
259.09,4,2007,1346.67,8,272725.0
285.44,4,2008,962.82,5,253780.0
146.93,3,2021,2438.48,3,317277.0
179.86,2,2011,2018.37,6,300978.0
130.48,2,1991,3451.63,9,360152.0
298.5,3,2002,4663.61,8,440314.0
285.4,4,2012,1614.79,7,288262.0
207.99,2,2014,4348.55,8,414530.0
268.41,4,2017,4642.08,4,440310.0
204.19,4,2000,4559.01,6,428806.0
224.72,3,2022,4784.35,5,443852.0
117.82,3,2013,4289.49,2,412462.0
251.05,4,1991,3170.69,8,362539.0
125.54,2,2019,2344.31,3,308765.0
265.21,2,2006,2712.6,5,342995.0
256.41,3,2011,4426.75,8,423776.0
241.75,4,1994,1856.29,9,296554.0
107.23,2,2005,1216.68,9,254435.0
160.63,2,2002,1133.69,5,254158.0
152.62,3,2015,4221.48,2,410017.0
172.03,4,2020,3926.69,7,392528.0
117.53,2,2012,2739.4,7,330695.0
287.39,3,2001,1736.92,8,293715.0
210.76,2,2003,3549.26,8,377901.0
161.1,2,2007,672.95,5,229626.0
179.4,2,2016,3057.03,1,351494.0
189.44,3,2017,2292.91,4,312760.0
220.12,4,2007,4900.37,4,441428.0
203.14,3,2005,2784.02,3,338581.0
283.88,4,2005,2985.2,8,356874.0
199.39,2,2002,3705.63,3,383521.0
298.43,4,2018,2680.42,5,343536.0
270.28,2,1998,1510.56,2,279693.0
141.7,2,2015,2917.75,6,338917.0
286.12,3,2017,4749.21,6,448650.0
123.27,2,2002,2344.6,8,336256.6726666667
263.49,3,1998,3558.38,8,384877.0
176.12,4,2003,4901.15,1,439735.0
275.59,4,2001,4234.65,5,417881.0
273.61,2,2021,3465.65,2,379488.0
261.19,3,1992,3811.98,5,396333.0
258.01,2,2005,4714.17,9,440334.0
160.94,3,2009,4818.88,4,438119.0
116.18,3,2021,4860.36,8,440364.0
180.6,3,2012,3315.39,1,357308.0
134.7,4,2006,2231.2,8,303184.0
238.99,3,2005,1099.19,6,260132.0
169.22,4,1997,2234.97,8,307506.0
295.12,3,2008,4743.3,6,446409.0
228.19,4,2019,4504.09,3,336256.6726666667
264.5,4,2003,2856.47,8,352209.0
126.5,4,2011,2916.53,5,341765.0
272.4,2,2006,1890.14,5,300599.0
284.55,3,2004,2545.29,7,338692.0
197.41,2,2021,3715.02,6,385777.0
221.25,3,2002,2310.94,9,316473.0
252.96,3,2010,1345.93,7,275508.0
134.97,2,2022,2933.87,3,335863.0
200.51,4,2016,1514.02,5,275520.0
179.73,3,2005,4884.29,9,442385.0
129.27,4,2017,2256.53,2,304953.0
173.51,2,1990,4593.49,1,336256.6726666667
113.63,4,2020,1514.99,8,267340.0
105.16,3,2022,1351.44,8,254070.0
127.03,3,2022,3276.06,2,361161.0
292.62,3,2007,4007.21,8,412472.0
209.91,2,2012,3050.44,5,352554.0
293.16,3,2012,1534.08,2,283020.0
186.5,2,2004,670.52,7,226580.0
162.36,4,2015,3282.3,7,358096.0
201.23,3,2019,1089.67,3,258238.0
187.9,3,2014,2044.29,1,336256.6726666667
121.13,3,2005,3541.03,4,367097.0
228.17,4,2003,941.11,2,336256.6726666667
143.21,3,2006,1072.63,4,245627.0
223.92,2,2001,777.5,8,234928.0
230.04,4,2018,4982.36,2,450102.0
130.4,4,2021,2241.85,1,301963.0
112.27,4,2013,4576.08,3,421242.0
256.15,4,2002,1821.14,7,297705.0
191.96,4,2009,3889.41,6,336256.6726666667
111.63,2,2004,1485.8,6,265571.0
298.97,4,1993,2742.46,7,344433.0
111.56,3,2017,4210.77,8,399733.0
239.01,4,1991,4173.5,3,403523.0
296.74,4,2019,4074.26,3,408636.0
147.84,4,2015,4206.8,8,402697.0
128.45,4,2015,1451.63,7,265902.0
124.28,4,2009,2669.97,5,326403.0
160.66,2,2017,2681.92,4,333350.0
120.21,2,2009,4507.26,6,413932.0
238.43,4,2000,1836.01,9,291630.0
112.46,2,1999,4691.73,6,423223.0
201.88,3,2012,2528.58,8,325192.0
299.34,4,2008,3514.04,1,384051.0
262.79,3,2007,1709.97,6,291305.0
223.04,3,2016,2346.34,2,312769.0
161.25,4,1995,3694.1,3,383132.0
224.78,3,1999,2807.36,6,342552.0
205.41,3,1991,4688.19,2,435570.0
185.22,3,2013,3817.06,4,336256.6726666667
126.14,4,2017,3039.81,6,347199.0
277.32,4,2017,4490.01,5,427784.0
189.96,3,1991,3495.0,6,370719.0
138.92,4,1994,3412.94,6,367892.0
173.55,4,2000,1608.67,8,278806.0
182.83,3,1999,2276.86,9,308963.0
265.51,4,1991,3574.87,5,336256.6726666667
246.72,2,2004,4513.06,6,429590.0
253.86,4,1996,1919.96,6,298143.0
102.21,2,2009,1469.69,6,264961.0
183.23,3,2011,3171.63,2,354763.0
196.27,4,2020,802.39,4,240325.0
103.84,3,2012,3715.44,1,377055.0
151.96,3,2008,3664.12,1,379048.0
252.06,3,1993,2097.35,1,313381.0
127.42,3,2013,4517.05,7,421311.0
207.06,3,2009,2759.82,1,340321.0
143.04,4,2017,3405.94,6,362950.0
102.42,2,2006,1443.1,2,257351.0
148.24,4,2008,2378.03,6,312680.0
295.17,4,2021,4380.88,6,425670.0
260.31,4,2019,1458.23,3,279428.0
291.92,4,2006,2257.58,8,319579.0
197.57,2,2018,1931.34,4,299437.0
121.95,4,1995,1180.0,7,245288.0
209.59,3,2006,1803.73,4,288937.0
190.88,4,2006,1547.48,1,276342.0
268.87,4,2003,4656.17,6,434880.0
119.62,2,2013,3834.85,5,336256.6726666667
197.65,2,2021,1922.46,9,298009.0
130.01,3,2003,3935.03,9,388014.0
164.94,4,2016,599.63,8,234193.0
247.47,4,2008,2869.36,7,343437.0
195.2,4,2020,1626.51,2,276134.0
175.18,3,1998,1014.45,8,245671.0
178.9,2,2006,4476.91,3,421097.0
191.89,3,2008,1397.03,6,336256.6726666667
257.0,4,1993,4200.76,7,415476.0
278.42,2,2000,2359.5,6,330904.0
291.07,2,2011,564.31,5,231113.0
257.38,3,1993,3796.4,4,336256.6726666667
163.08,2,2006,3183.62,2,357262.0
237.63,2,1997,2048.77,9,306642.0
187.52,4,2000,1766.96,7,292430.0
150.93,4,2020,831.61,7,235286.0
268.17,2,2000,4736.42,4,447304.0
107.69,2,2010,2722.93,5,326498.0
280.35,3,2019,884.86,6,249289.0
192.3,3,1999,4409.06,2,423742.0
227.44,2,2015,1754.75,4,288094.0
231.87,4,2016,1416.21,4,276112.0
279.02,2,1997,1764.22,4,292115.0
227.33,2,1997,3040.57,7,349086.0
222.79,4,1997,833.25,7,238510.0
113.33,4,2005,2667.91,7,326642.0
203.68,3,2002,4530.85,7,422397.0
130.03,3,2012,1346.77,2,259276.0
247.49,3,2001,1990.35,5,300418.0
202.44,3,2016,2282.55,2,310736.0
236.05,4,2011,3137.99,5,356943.0
108.33,2,2021,4636.64,6,423534.0
116.96,3,2016,2275.43,3,296439.0
243.26,3,1991,811.19,6,245210.0
114.42,4,2022,2065.78,5,291212.0
114.25,4,2015,1355.38,4,336256.6726666667
102.42,2,2017,3432.99,9,336256.6726666667
291.3,2,2008,631.68,8,239519.0
247.5,4,1994,1813.68,7,297841.0
170.65,3,2022,2953.28,1,343831.0
159.31,3,2009,1748.0,9,284144.0
169.94,3,2019,2979.48,9,347380.0
254.93,2,1997,1016.21,6,336256.6726666667
232.27,3,2006,4742.62,7,435900.0
137.04,3,1990,1809.08,3,287603.0
134.82,4,1992,4653.5,5,424117.0
119.68,3,2015,1966.26,7,291162.0
232.06,4,2020,4018.28,1,402579.0
252.87,3,1997,1607.84,1,282029.0
153.01,2,1997,3513.96,5,372608.0
104.19,3,2017,1956.72,9,290533.0
116.43,3,1993,2791.22,7,323836.0
293.57,4,2005,3532.16,1,384917.0
159.09,4,2002,3149.97,5,358819.0
253.84,4,2009,3093.26,8,359206.0
224.93,3,1994,795.56,8,238934.0
176.39,3,2009,1620.85,2,276512.0
141.14,2,2013,3073.28,7,345741.0
124.28,3,2008,582.43,5,217715.0
223.0,2,2006,1627.9,9,281791.0
254.93,4,1994,1531.33,3,279233.0
228.78,4,2014,1624.35,1,336256.6726666667
206.06,4,2007,2910.24,4,343350.0
108.39,2,1997,3118.82,7,352149.0
293.7,3,2016,4590.49,1,434122.0
259.74,4,2004,2237.14,2,316315.0
158.56,3,2002,4669.61,5,426123.0
295.99,3,2005,3433.79,9,377648.0
220.38,4,2011,4606.97,1,430214.0
216.48,2,2009,4250.62,4,413376.0
249.61,3,2002,3594.12,3,385095.0
262.35,4,2009,2102.48,5,308329.0
231.3,3,1991,1585.0,5,275752.0
125.62,3,2008,1500.76,2,271158.0
167.65,3,1995,4784.78,5,336256.6726666667
285.62,3,2003,4813.58,9,446500.0
144.92,3,1993,3761.74,5,381550.0
174.43,2,2011,4477.08,2,419976.0
186.42,2,2016,4635.48,7,425496.0
187.88,4,1996,2802.0,6,340115.0
222.59,2,1992,3330.77,7,336256.6726666667
288.62,2,2022,2384.4,8,329605.0
148.14,2,1991,2383.21,5,316042.0
124.3,3,2005,672.93,2,336256.6726666667
139.49,3,2014,2452.2,7,315446.0
277.38,4,2004,3530.7,7,382777.0
229.16,4,2013,2398.92,8,319863.0
157.18,4,2004,4425.84,7,416534.0
263.19,3,2020,1996.53,7,306836.0
272.27,2,2003,1097.07,9,256833.0
269.3,2,2003,4152.01,8,412145.0
283.79,3,1995,3532.77,2,380933.0
150.45,4,2003,1588.19,2,277069.0
251.01,4,2006,2914.03,7,346439.0
192.11,4,2007,2308.34,3,315395.0
268.4,3,2009,4724.87,1,440936.0
245.7,4,2006,3232.99,9,336256.6726666667
255.29,4,2005,1212.75,3,266312.0
231.23,3,2021,2759.67,1,338817.0
135.49,2,1998,4381.51,6,411989.0
209.01,3,2016,3521.74,4,379356.0
296.93,3,2022,4291.03,1,420159.0
287.48,3,1999,1626.8,4,336256.6726666667
108.63,3,2006,4497.58,8,336256.6726666667
132.96,2,2006,3900.25,7,389160.0
126.35,4,2007,3780.11,1,384931.0
245.2,3,2012,2059.43,9,305895.0
263.56,2,1997,4494.46,6,430828.0
142.7,4,2002,3370.91,2,365257.0
201.17,4,2012,4333.28,3,410705.0
268.14,4,2009,2124.37,7,310221.0
246.56,3,2011,1155.43,3,261974.0
208.45,3,2012,1995.52,3,302213.0
218.07,4,1992,2548.69,5,336256.6726666667
201.67,4,2022,2900.33,3,348767.0
159.51,4,2006,2798.64,3,333455.0
213.0,4,2008,2957.25,5,344278.0
237.78,4,2019,4287.68,5,419558.0
274.66,4,2012,1265.46,9,268963.0
227.26,2,2004,1922.23,1,294452.0
252.22,4,2003,4498.74,1,433312.0
132.01,3,1991,3022.06,9,345600.0
192.31,3,2007,3125.25,5,356339.0
101.87,3,1995,2651.28,4,336256.6726666667
149.34,4,2021,2970.39,2,342119.0
245.29,3,2010,1391.36,9,277019.0
298.36,2,2017,2960.9,6,357323.0
119.84,4,2016,4987.28,9,439851.0
180.3,3,1991,3047.21,5,348742.0
260.01,2,2022,699.81,4,240221.0
140.81,2,2005,4083.96,7,400949.0
211.02,3,2011,2284.14,5,310124.0
246.61,2,2002,1191.54,8,257196.0
223.2,3,1991,4381.34,8,417117.0
137.6,2,2003,1390.88,2,262135.0
171.08,4,2017,4643.45,5,431023.0
256.76,4,1996,2488.08,8,326759.0
210.85,4,2007,3842.56,3,336256.6726666667
101.05,4,1993,2961.48,7,336256.6726666667
252.2,4,2019,1654.82,3,281631.0
107.06,3,2013,3519.91,6,366328.0
249.15,4,2009,4810.61,2,451052.0
140.5,4,2020,3963.37,6,390161.0
291.61,4,2013,3218.08,6,365898.0
173.59,4,1996,4957.83,8,445698.0
165.39,2,2015,1693.97,5,279034.0
129.78,4,2002,780.54,1,336256.6726666667
161.12,4,1997,644.59,8,234816.0
275.33,3,1994,3698.1,9,390404.0
299.27,2,2002,4236.05,1,427270.0
173.66,3,2018,3357.95,5,363423.0
189.72,4,2009,4572.62,6,426243.0
244.41,3,2003,3640.89,4,336256.6726666667
277.24,3,2021,2169.3,2,336256.6726666667
218.61,4,2016,1315.66,5,266012.0
178.31,2,2014,4660.91,4,431285.0
182.52,2,1993,966.19,7,241258.0
239.12,3,2010,2943.45,6,348126.0
100.64,4,2007,1913.04,3,336256.6726666667
223.92,3,2004,1721.37,9,336256.6726666667
171.1,3,2013,3406.26,4,367067.0
258.84,3,1997,1540.57,5,281090.0
118.6,4,2017,4623.64,3,336256.6726666667
217.64,4,2010,2327.2,8,311894.0
196.19,2,2005,3548.19,7,380628.0
228.47,4,2005,3774.9,7,387462.0
112.97,3,2006,3573.24,8,336256.6726666667
216.0,3,1998,4565.3,7,427584.0
212.3,2,2018,1540.09,3,275337.0
212.13,4,2007,887.25,3,247395.0
220.7,3,2001,749.6,2,234187.0
235.29,2,2008,4450.3,1,420924.0
261.0,2,2011,4879.79,5,448832.0
153.96,3,2004,1861.37,4,288132.0
265.01,3,1990,3620.81,2,387335.0
199.65,4,1991,540.11,1,227194.0
115.41,2,1997,1348.84,3,257841.0
111.71,3,2011,3601.73,6,371479.0
166.85,2,2014,796.49,2,235255.0
256.98,4,1991,2608.3,7,336256.6726666667
241.54,3,1998,3481.62,7,373428.0
257.72,4,1998,3946.81,3,336256.6726666667
203.45,2,2002,2542.17,1,328048.0
188.04,4,1995,3336.28,9,367698.0
129.49,4,2019,2928.09,5,337445.0
165.64,2,2004,735.38,2,229215.0
186.8,4,2004,3842.62,8,386159.0
117.72,2,1996,1275.63,4,253577.0
144.12,3,2000,643.12,7,226524.0
219.65,2,1991,2530.26,5,324945.0
247.13,2,1999,4395.37,3,336256.6726666667
299.67,3,2006,1178.73,8,336256.6726666667
286.62,2,1996,557.86,2,235647.0
228.51,3,1993,994.91,1,250808.0
184.25,3,2020,2136.47,5,299685.0
227.24,2,2014,3110.77,4,353491.0
257.13,4,2002,1368.55,7,275851.0
123.67,4,2007,4108.84,9,394871.0
181.98,3,2010,3889.84,6,394411.0
267.96,4,1990,3631.39,1,386095.0
176.77,4,1997,2693.61,8,328296.0
214.37,2,2010,2143.48,2,309406.0
217.55,3,2010,2190.14,4,308538.0
136.9,3,2016,2763.82,3,332042.0
172.45,2,2008,847.92,6,238097.0
166.9,4,2012,3570.37,2,366387.0
