Quartier,Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Adresse,Prix
Alatlas,105.83,2,2008,1106.81,4,"60 Rue F, Marrakech",145151.0
RiadSalam,196.18,4,2015,1653.41,2,"66 Rue E, Fes",184050.0
Elhouda,232.49,4,2001,4880.78,9,"94 Rue A, Béni Mellal",345692.0
Haycharaf,123.7,2,2011,2210.53,3,"55 Rue F, Béni Mellal",
Elhouda,157.78,2,2002,3046.98,6,"49 Rue B, Béni Mellal",247765.0
Taqaddom,179.57,3,2017,3669.31,5,"21 Rue E, Fes",281964.0
Alatlas,283.91,3,2003,3840.0,2,"16 Rue B, Agadir",299735.0
Taqaddom,298.65,2,2011,3596.18,1,"57 Rue A, Béni Mellal",290523.0
RiadSalam,108.98,2,2019,2016.18,9,"55 Rue D, Agadir",194995.0
Sisalem,252.2,4,2009,1002.78,3,"81 Rue E, Marrakech",151347.0
Sisalem,174.34,2,2016,1767.72,7,"18 Rue F, Rabat",189619.0
Alatlas,178.49,2,1990,1446.33,9,"54 Rue D, Béni Mellal",163519.0
Taqaddom,250.85,4,2004,1113.25,9,"38 Rue A, Marrakech",157335.0
Sisalem,283.69,2,2021,610.24,6,"38 Rue F, Fes",136961.0
Sisalem,290.19,3,1997,4710.77,8,"35 Rue E, Tanger",338722.0
RiadSalam,215.42,3,2022,4644.65,9,"79 Rue C, Rabat",334075.0
Haycharaf,171.42,4,2007,726.88,3,"84 Rue B, Agadir",134801.0
Elkasba,257.51,2,2018,1278.88,6,"38 Rue E, Fes",166192.0
RiadSalam,150.2,3,2021,1127.75,5,"27 Rue E, Fes",152671.0
Almassira1,212.81,3,2022,1765.5,7,"48 Rue E, Rabat",191453.0
Almassira1,171.72,3,1994,1418.31,7,"33 Rue D, Marrakech",160959.0
Alatlas,231.33,3,2007,4756.34,9,"27 Rue C, Fes",340174.0
RiadSalam,148.08,2,1999,878.77,1,"93 Rue B, Agadir",138586.0
Taqaddom,138.32,2,2022,1452.52,6,"68 Rue F, Marrakech",163693.0
Elkasba,283.65,2,2012,863.25,5,"2 Rue C, Marrakech",
Almassira1,120.36,2,1994,4911.73,4,"23 Rue B, Marrakech",
Alatlas,201.19,3,2013,4632.86,1,"9 Rue A, Tanger",330044.0
Sisalem,144.17,4,2006,3724.84,4,"90 Rue B, Agadir",277785.0
Alatlas,107.79,4,2020,2416.88,7,"89 Rue A, Rabat",213742.0
Taqaddom,107.2,3,1996,1355.8,4,"59 Rue C, Béni Mellal",159041.0
Elhouda,135.04,3,2006,1496.7,1,"8 Rue E, Marrakech",168691.0
Almassira1,273.35,4,2017,2493.68,1,"77 Rue B, Béni Mellal",234170.0
Sisalem,156.5,4,2011,3957.0,1,"45 Rue F, Rabat",294741.0
RiadSalam,290.09,3,2004,1691.28,5,"29 Rue C, Fes",192217.0
Sisalem,216.32,3,2004,1898.56,7,"2 Rue B, Tanger",191518.0
Elkasba,187.32,2,2014,3199.75,9,"37 Rue D, Rabat",261519.0
Elkasba,216.02,2,2010,1569.78,8,"94 Rue C, Tanger",182721.0
Taqaddom,203.34,4,1991,3128.98,2,"80 Rue D, Tanger",253882.0
Sisalem,251.76,3,2016,2242.09,9,"72 Rue E, Fes",213710.0
Haycharaf,156.5,4,2021,654.66,4,"85 Rue B, Béni Mellal",130502.0
Alatlas,170.61,2,2010,2312.16,5,"76 Rue B, Béni Mellal",206342.0
Alatlas,278.82,2,1993,4637.86,5,"94 Rue B, Tanger",338342.0
Haycharaf,289.29,4,2008,1819.0,4,"23 Rue C, Rabat",202376.0
Haycharaf,278.51,2,1991,1952.75,6,"14 Rue B, Rabat",
Sisalem,183.89,3,2015,796.73,1,"76 Rue F, Marrakech",138048.0
Almassira1,256.07,4,2003,3267.71,2,"43 Rue E, Rabat",
RiadSalam,195.27,3,2004,4321.59,4,"78 Rue C, Fes",317429.0
Taqaddom,199.51,3,2009,2088.15,4,"79 Rue F, Marrakech",203527.0
Haycharaf,140.94,2,2008,1581.11,8,"27 Rue B, Béni Mellal",171622.0
Elkasba,218.23,3,1998,4804.75,9,"30 Rue B, Béni Mellal",335976.0
Taqaddom,137.23,4,1996,3852.83,4,"79 Rue B, Agadir",285695.0
Almassira1,166.31,3,2019,3052.24,6,"22 Rue D, Béni Mellal",248715.0
Taqaddom,271.01,3,2002,1874.89,4,"42 Rue A, Béni Mellal",192597.0
Alatlas,141.42,3,2016,1493.59,4,"18 Rue E, Marrakech",165512.0
Haycharaf,114.23,3,2002,3720.85,9,"55 Rue F, Marrakech",275345.0
Elkasba,113.8,3,2004,2848.05,4,"42 Rue C, Rabat",231497.0
RiadSalam,288.16,2,1998,2842.7,6,"98 Rue A, Agadir",248395.0
Elhouda,201.38,4,2012,831.69,9,"72 Rue D, Marrakech",140689.0
Elkasba,181.88,2,1992,2804.88,3,"50 Rue F, Marrakech",236445.0
Elkasba,262.18,4,2008,4202.35,7,"46 Rue C, Rabat",321542.0
Almassira1,267.17,4,2017,4760.6,7,"41 Rue E, Béni Mellal",342161.0
Taqaddom,166.44,4,2012,980.07,1,"78 Rue B, Agadir",142285.0
Elkasba,238.72,4,1996,3340.24,2,"82 Rue C, Fes",273518.0
Sisalem,254.22,4,2001,3057.56,5,"19 Rue D, Rabat",260820.0
Haycharaf,230.93,3,2003,4506.41,8,"57 Rue D, Fes",323663.0
RiadSalam,130.32,2,2004,3880.6,6,"33 Rue F, Béni Mellal",290049.0
RiadSalam,275.18,2,1992,4843.68,7,"72 Rue D, Fes",341630.0
Elkasba,207.82,3,2004,4820.15,3,"45 Rue B, Béni Mellal",348917.0
Haycharaf,156.49,4,2013,1515.58,6,"47 Rue D, Fes",176412.0
Haycharaf,185.05,2,1997,3764.08,9,"45 Rue F, Marrakech",286974.0
Taqaddom,107.51,3,1994,2887.35,3,"28 Rue E, Rabat",236814.0
Haycharaf,125.57,3,1993,1465.71,6,"25 Rue D, Tanger",
RiadSalam,253.11,2,2003,1376.91,7,"23 Rue F, Béni Mellal",170308.0
Elkasba,100.0,2,2005,864.88,5,"26 Rue D, Tanger",
Alatlas,183.31,4,2009,4079.95,8,"68 Rue B, Béni Mellal",305704.0
Almassira1,204.5,4,2013,1960.27,8,"76 Rue C, Tanger",
RiadSalam,110.93,2,1995,4356.36,6,"13 Rue C, Tanger",307996.0
Alatlas,294.62,4,2020,3237.42,7,"65 Rue A, Rabat",266217.0
Taqaddom,145.23,3,1995,3531.35,3,"35 Rue A, Fes",269730.0
Elhouda,160.84,4,2004,1812.53,7,"36 Rue F, Marrakech",185189.0
Taqaddom,160.79,4,2018,2557.82,7,"51 Rue A, Fes",227570.0
Elkasba,146.08,3,1992,2355.43,4,"91 Rue C, Tanger",215886.0
Elkasba,100.29,4,2000,1560.6,4,"81 Rue A, Rabat",164445.0
Taqaddom,245.87,3,1992,4246.3,3,"4 Rue F, Marrakech",316866.0
Alatlas,293.37,4,2017,3299.38,7,"78 Rue F, Marrakech",275421.0
Taqaddom,144.86,2,1999,668.44,5,"63 Rue B, Marrakech",121616.0
Haycharaf,232.61,4,2022,4189.63,3,"96 Rue F, Rabat",
Elkasba,248.38,2,2005,977.17,6,"14 Rue A, Tanger",147468.0
RiadSalam,269.69,2,1999,2316.63,6,"4 Rue E, Fes",
Haycharaf,184.53,2,2022,3070.66,6,"20 Rue F, Fes",248808.0
RiadSalam,160.59,2,1992,534.43,2,"23 Rue B, Béni Mellal",116431.0
Haycharaf,165.06,2,1994,3438.09,7,"54 Rue A, Béni Mellal",270371.0
Taqaddom,242.52,3,2001,3468.66,7,"57 Rue F, Fes",273108.0
Taqaddom,263.36,3,2002,3436.37,4,"8 Rue C, Béni Mellal",274897.0
RiadSalam,136.32,3,2013,1235.61,6,"70 Rue C, Agadir",155134.0
RiadSalam,174.19,2,2021,1650.8,4,"84 Rue E, Fes",
Elhouda,280.39,4,2005,1613.19,4,"3 Rue C, Fes",183769.0
Haycharaf,261.34,3,2021,4820.3,6,"41 Rue F, Agadir",347423.0
Elhouda,296.97,4,2010,803.88,9,"76 Rue F, Tanger",147458.0
Haycharaf,250.85,4,2001,2429.43,7,"67 Rue A, Fes",221794.0
Sisalem,178.64,2,2010,4420.64,2,"52 Rue D, Fes",320861.0
Elhouda,218.13,2,2010,3962.6,6,"86 Rue A, Béni Mellal",
Haycharaf,232.2,2,1995,4200.99,5,"25 Rue E, Agadir",311799.0
Almassira1,115.69,3,1998,4875.32,6,"94 Rue C, Béni Mellal",332856.0
Haycharaf,208.9,2,1990,2242.68,8,"23 Rue D, Béni Mellal",208918.0
RiadSalam,241.86,3,2001,1893.45,8,"36 Rue E, Agadir",199584.0
RiadSalam,133.46,3,2003,637.97,3,"89 Rue E, Marrakech",124505.0
Sisalem,256.13,3,1995,1175.09,9,"23 Rue F, Fes",159154.0
Alatlas,216.75,3,1990,3029.07,6,"1 Rue C, Tanger",246066.0
Haycharaf,290.44,2,2011,1209.47,7,"72 Rue C, Béni Mellal",168737.0
RiadSalam,108.48,3,2000,3813.37,9,"44 Rue D, Rabat",277371.0
Haycharaf,153.07,2,1992,667.55,7,"90 Rue A, Rabat",126166.0
Elkasba,220.31,2,1995,1667.7,9,"60 Rue A, Béni Mellal",188539.0
RiadSalam,159.31,3,1995,3629.54,1,"12 Rue B, Fes",273456.0
Sisalem,242.88,2,2009,1649.76,1,"12 Rue B, Tanger",188108.0
Almassira1,251.8,4,2010,3779.42,3,"76 Rue F, Béni Mellal",289499.0
Almassira1,120.5,2,1991,4981.39,9,"99 Rue B, Béni Mellal",342819.0
RiadSalam,202.77,2,2015,4086.88,1,"28 Rue F, Tanger",305159.0
RiadSalam,201.78,3,2020,2038.26,1,"59 Rue A, Fes",202673.0
Taqaddom,173.86,3,2015,4552.66,5,"32 Rue C, Fes",322589.0
Sisalem,286.58,2,2021,730.31,8,"83 Rue B, Fes",145648.0
Taqaddom,265.5,3,1999,3762.53,2,"97 Rue F, Agadir",293490.0
RiadSalam,239.44,4,2012,604.95,4,"40 Rue A, Marrakech",
Haycharaf,242.87,4,1995,1285.5,6,"91 Rue C, Agadir",164765.0
Elkasba,192.34,3,2012,4944.14,1,"36 Rue B, Rabat",349191.0
Elhouda,284.2,2,2017,2123.98,4,"41 Rue D, Agadir",210145.0
Alatlas,238.92,4,2019,4192.25,4,"25 Rue C, Agadir",311739.0
RiadSalam,245.8,4,2003,2192.39,9,"23 Rue C, Tanger",210776.0
Haycharaf,272.34,2,2021,4280.13,9,"90 Rue D, Tanger",
Elhouda,154.81,3,2011,4844.48,6,"12 Rue D, Tanger",336710.0
Elkasba,261.41,4,2020,2459.91,8,"75 Rue C, Tanger",232428.0
Haycharaf,139.05,2,1996,3017.07,4,"99 Rue F, Rabat",244968.0
Haycharaf,169.07,2,2010,3328.88,8,"58 Rue F, Fes",266353.0
RiadSalam,167.12,4,2005,4706.76,3,"22 Rue A, Rabat",331153.0
Elhouda,295.71,3,2009,1655.35,2,"50 Rue B, Rabat",193975.0
Haycharaf,271.31,4,2008,3250.62,6,"73 Rue B, Fes",268630.0
Alatlas,240.23,2,2021,1961.24,5,"56 Rue C, Fes",198595.0
Taqaddom,245.41,4,2004,1476.2,8,"88 Rue C, Agadir",180005.0
Almassira1,212.41,3,1994,882.14,1,"44 Rue F, Rabat",147771.0
Elkasba,289.42,2,2000,3293.2,3,"71 Rue F, Tanger",272963.0
Elkasba,199.25,3,2004,4469.38,7,"12 Rue E, Agadir",324689.0
Elhouda,176.1,4,2018,2081.27,4,"34 Rue B, Marrakech",205050.0
Haycharaf,132.61,4,1993,2987.01,5,"34 Rue A, Béni Mellal",240825.0
Almassira1,257.24,3,2012,3389.6,8,"67 Rue F, Fes",271643.0
Elhouda,246.89,4,2004,2365.93,1,"24 Rue D, Agadir",222195.0
Taqaddom,176.87,3,1992,4565.07,1,"60 Rue E, Tanger",329366.0
Taqaddom,105.04,4,2021,2132.4,7,"48 Rue E, Marrakech",198547.0
Sisalem,267.8,3,1999,1062.55,9,"85 Rue E, Béni Mellal",
Alatlas,102.28,3,2011,1148.09,4,"42 Rue F, Béni Mellal",147759.0
Sisalem,240.74,2,2003,4508.86,8,"81 Rue C, Béni Mellal",328703.0
RiadSalam,294.05,2,2006,4946.04,7,"21 Rue D, Marrakech",352962.0
Sisalem,187.53,3,2010,1800.22,2,"43 Rue C, Fes",189319.0
Alatlas,146.99,4,2004,1146.21,5,"13 Rue B, Tanger",153963.0
Sisalem,240.97,4,2004,2669.96,9,"40 Rue B, Marrakech",231668.0
Haycharaf,263.43,4,1990,3692.88,9,"70 Rue B, Béni Mellal",284279.0
Sisalem,209.29,3,2013,3255.81,3,"57 Rue E, Marrakech",257320.0
Elhouda,293.41,3,2001,4779.99,3,"76 Rue E, Fes",
Alatlas,110.33,3,1999,4180.0,2,"56 Rue F, Marrakech",296500.0
Elkasba,200.96,3,2020,4410.37,7,"61 Rue B, Tanger",321095.0
RiadSalam,243.69,2,2000,2937.5,6,"93 Rue C, Rabat",
Alatlas,272.53,3,2005,1972.74,5,"44 Rue D, Fes",204897.0
Elhouda,135.85,4,1998,3657.81,7,"52 Rue C, Béni Mellal",277310.0
Taqaddom,260.0,2,2003,2475.74,4,"30 Rue E, Béni Mellal",225168.0
Almassira1,210.54,4,2008,1794.89,5,"54 Rue D, Tanger",190643.0
Taqaddom,179.31,3,2020,1185.22,9,"74 Rue D, Rabat",153949.0
Haycharaf,126.34,2,1998,2875.43,9,"4 Rue B, Rabat",229992.0
Almassira1,273.06,3,2015,3174.14,4,"22 Rue C, Rabat",264524.0
Elhouda,131.45,2,1997,3059.54,6,"90 Rue E, Agadir",246140.0
Elhouda,161.96,4,2013,1024.47,2,"73 Rue B, Agadir",145215.0
Haycharaf,158.01,3,1997,3064.94,3,"85 Rue C, Béni Mellal",245543.0
RiadSalam,274.28,3,2008,1257.86,9,"12 Rue C, Agadir",167993.0
Sisalem,234.54,2,2019,3486.71,6,"45 Rue D, Marrakech",274514.0
RiadSalam,259.34,2,2011,2432.23,8,"22 Rue D, Béni Mellal",228209.0
Elhouda,150.09,3,1998,4319.55,5,"85 Rue B, Agadir",311281.0
Elhouda,224.97,2,1993,4002.2,2,"23 Rue C, Tanger",305251.0
Haycharaf,214.35,3,1997,3759.72,7,"11 Rue B, Agadir",286726.0
Alatlas,266.57,2,1990,3653.32,6,"27 Rue D, Béni Mellal",286957.0
Taqaddom,281.22,4,2017,3022.2,2,"93 Rue B, Agadir",258101.0
Sisalem,102.43,2,1995,775.01,6,"88 Rue E, Tanger",127140.0
RiadSalam,234.8,4,2000,3449.7,8,"1 Rue D, Agadir",268447.0
Sisalem,110.37,2,1994,2601.15,1,"45 Rue A, Marrakech",221322.0
RiadSalam,209.77,2,2013,2613.0,4,"71 Rue F, Marrakech",237444.0
Taqaddom,157.53,3,2007,2205.6,1,"90 Rue B, Marrakech",208071.0
Elhouda,161.36,2,2009,4680.82,2,"86 Rue D, Marrakech",335088.0
Haycharaf,170.59,2,2017,1622.53,1,"91 Rue B, Béni Mellal",180090.0
Elkasba,224.26,4,2002,1924.68,6,"50 Rue B, Tanger",196721.0
Elkasba,166.81,2,1994,4833.68,6,"98 Rue B, Marrakech",338752.0
Sisalem,246.54,3,2019,4145.69,1,"99 Rue C, Tanger",313778.0
Almassira1,180.91,4,1990,563.39,4,"87 Rue F, Marrakech",119829.0
Almassira1,113.67,3,2011,4577.48,4,"77 Rue D, Rabat",321364.0
Almassira1,256.75,3,2007,1519.91,8,"10 Rue C, Marrakech",179773.0
Elkasba,157.15,3,1994,3676.7,6,"86 Rue F, Rabat",282756.0
Elhouda,186.55,3,2020,2988.83,2,"4 Rue B, Rabat",248533.0
Taqaddom,237.09,4,1995,2915.65,5,"23 Rue B, Tanger",240170.0
Sisalem,166.49,2,2016,3730.65,4,"47 Rue C, Rabat",283866.0
Alatlas,111.32,3,2014,1432.32,4,"1 Rue E, Rabat",156494.0
RiadSalam,174.78,4,2018,1215.61,8,"97 Rue D, Béni Mellal",161833.0
Taqaddom,288.89,3,2017,3433.61,5,"83 Rue B, Agadir",276592.0
Haycharaf,228.35,2,2005,1807.61,3,"64 Rue B, Béni Mellal",
Taqaddom,234.3,4,2001,4882.78,4,"28 Rue C, Marrakech",343533.0
Sisalem,226.46,4,2009,2531.8,1,"12 Rue C, Marrakech",225080.0
Elhouda,139.8,2,2007,1002.19,6,"84 Rue B, Marrakech",142994.0
Almassira1,183.67,4,2012,3586.17,4,"20 Rue C, Tanger",274317.0
Alatlas,250.19,2,2016,1877.72,6,"50 Rue F, Marrakech",196631.0
Elkasba,120.27,4,2006,1168.64,2,"5 Rue C, Marrakech",145349.0
Elhouda,155.57,4,2010,2402.71,5,"23 Rue B, Marrakech",214412.0
Taqaddom,155.26,2,2020,4839.0,9,"88 Rue E, Béni Mellal",341631.0
Elkasba,186.4,2,1992,2351.44,8,"60 Rue A, Tanger",213272.0
RiadSalam,296.07,4,2006,2063.0,3,"88 Rue F, Béni Mellal",212439.0
Almassira1,113.5,4,2015,2500.29,1,"84 Rue D, Béni Mellal",212491.0
Elhouda,203.74,2,2012,554.52,3,"21 Rue C, Agadir",128622.0
Alatlas,135.87,2,1995,1098.96,8,"74 Rue E, Marrakech",150979.0
Elhouda,294.14,4,2017,4323.54,3,"88 Rue D, Béni Mellal",328135.0
Almassira1,122.66,4,1997,4901.15,5,"63 Rue F, Fes",337209.0
Sisalem,180.72,4,1997,1210.74,2,"52 Rue D, Béni Mellal",159176.0
Alatlas,247.58,2,2008,2909.83,1,"39 Rue D, Tanger",244492.0
Alatlas,240.91,4,2018,4848.5,5,"95 Rue F, Béni Mellal",
Almassira1,184.55,3,2012,1204.62,5,"78 Rue D, Rabat",155455.0
Elhouda,169.3,2,2021,1338.39,6,"48 Rue D, Fes",164472.0
Sisalem,179.52,4,1999,4670.67,2,"43 Rue E, Tanger",328546.0
RiadSalam,152.86,2,2016,3675.59,9,"15 Rue B, Marrakech",280877.0
Haycharaf,141.07,3,1990,1183.85,2,"69 Rue D, Fes",159280.0
Sisalem,196.61,2,2018,2270.72,2,"11 Rue B, Béni Mellal",214106.0
Haycharaf,153.71,4,1992,753.21,5,"44 Rue F, Rabat",136039.0
RiadSalam,157.49,3,2020,2447.02,9,"34 Rue B, Rabat",214506.0
Alatlas,231.35,3,2000,4000.56,4,"79 Rue F, Marrakech",301080.0
Taqaddom,293.71,4,2011,2992.87,6,"56 Rue A, Marrakech",257848.0
Almassira1,220.73,4,2007,3413.49,2,"37 Rue A, Béni Mellal",271495.0
Alatlas,115.4,4,1995,1970.69,4,"63 Rue D, Tanger",194830.0
Alatlas,115.12,2,1992,1226.28,9,"7 Rue E, Fes",149763.0
Almassira1,290.28,2,1994,559.03,2,"48 Rue C, Marrakech",
Elkasba,159.46,2,1998,4195.91,1,"44 Rue F, Tanger",297021.0
Almassira1,118.41,4,2017,3364.95,4,"99 Rue A, Rabat",261438.0
Taqaddom,219.81,4,2008,1531.95,4,"35 Rue B, Tanger",178798.0
RiadSalam,224.73,2,2017,2382.95,1,"46 Rue D, Béni Mellal",220136.0
Elhouda,229.7,3,2016,4106.49,4,"58 Rue C, Tanger",308308.0
Elhouda,153.48,2,2002,2924.15,3,"82 Rue A, Rabat",238747.0
Haycharaf,103.02,3,2010,1850.72,2,"15 Rue C, Fes",
Sisalem,293.0,4,2016,1702.33,4,"5 Rue E, Fes",189741.0
Elkasba,150.18,4,1995,1479.26,8,"51 Rue B, Agadir",
Taqaddom,235.21,2,2000,4206.78,7,"11 Rue E, Béni Mellal",
Sisalem,241.33,2,2006,3118.37,9,"17 Rue F, Agadir",254523.0
Sisalem,222.0,4,1996,3691.21,8,"82 Rue D, Marrakech",282670.0
Alatlas,162.58,2,2019,4370.54,1,"36 Rue C, Marrakech",313091.0
Elkasba,154.22,4,2010,4940.88,2,"89 Rue E, Agadir",342199.0
Alatlas,219.53,4,1990,1622.68,2,"94 Rue E, Rabat",177300.0
Almassira1,273.22,3,2014,1314.06,8,"59 Rue A, Béni Mellal",168736.0
Elhouda,289.35,2,2021,2578.99,4,"42 Rue C, Béni Mellal",234378.0
Sisalem,121.18,4,1997,657.82,9,"19 Rue E, Fes",
Taqaddom,130.97,2,1994,4062.73,2,"82 Rue A, Marrakech",291388.0
RiadSalam,288.95,3,2019,4476.92,4,"66 Rue F, Béni Mellal",329545.0
Elhouda,247.31,3,1997,3587.18,1,"44 Rue F, Fes",
Alatlas,276.6,2,2008,1705.98,3,"39 Rue D, Marrakech",188469.0
RiadSalam,140.53,2,2019,1054.2,6,"3 Rue B, Fes",142866.0
RiadSalam,217.52,4,2004,2219.65,9,"33 Rue F, Fes",211288.0
Elkasba,240.23,3,2016,4250.01,1,"96 Rue A, Marrakech",312603.0
Elkasba,236.02,3,2002,2065.23,5,"15 Rue B, Rabat",196832.0
RiadSalam,181.63,3,2003,654.15,2,"34 Rue C, Rabat",130156.0
Taqaddom,103.08,2,2019,1734.26,7,"66 Rue E, Agadir",179901.0
Sisalem,216.59,4,2002,4954.76,4,"89 Rue A, Tanger",347824.0
Elhouda,150.62,2,2005,3545.01,5,"74 Rue D, Agadir",274576.0
Sisalem,190.05,2,1996,4553.85,8,"98 Rue D, Tanger",327159.0
Elkasba,291.52,2,2016,3986.89,2,"96 Rue F, Agadir",303947.0
RiadSalam,179.81,4,2004,2928.67,3,"36 Rue E, Fes",249455.0
Almassira1,267.96,2,2017,1169.1,5,"6 Rue E, Marrakech",164655.0
Haycharaf,137.71,3,1996,2068.9,4,"24 Rue F, Tanger",197447.0
Elhouda,234.49,3,2009,3126.83,5,"35 Rue A, Marrakech",255360.0
Elhouda,295.4,3,2021,4417.85,3,"27 Rue A, Marrakech",324116.0
Sisalem,120.38,4,2021,1709.04,9,"85 Rue B, Tanger",174706.0
Sisalem,101.66,2,2015,1045.52,8,"35 Rue D, Rabat",145376.0
Haycharaf,186.72,4,2009,3014.75,6,"82 Rue C, Béni Mellal",253714.0
Almassira1,118.53,2,2007,1294.26,1,"29 Rue B, Béni Mellal",156767.0
Alatlas,249.68,3,2004,3246.63,4,"91 Rue C, Agadir",265725.0
Taqaddom,282.91,2,2011,1685.85,7,"9 Rue E, Tanger",193636.0
Sisalem,186.8,2,2011,1539.33,5,"94 Rue F, Rabat",
Elhouda,151.74,2,2010,2296.31,4,"59 Rue E, Marrakech",204906.0
Sisalem,186.88,4,1991,3169.36,9,"82 Rue E, Tanger",260641.0
RiadSalam,244.69,2,2007,2953.93,8,"70 Rue D, Marrakech",249447.0
RiadSalam,101.81,2,2012,1601.31,3,"72 Rue A, Tanger",173300.0
Elhouda,217.89,2,2002,4510.03,6,"44 Rue C, Tanger",322479.0
Elhouda,222.66,4,1998,994.47,4,"57 Rue B, Marrakech",153363.0
Elhouda,227.54,4,1996,677.6,7,"96 Rue D, Agadir",130628.0
Almassira1,148.4,4,1990,3212.18,1,"69 Rue F, Agadir",257359.0
Haycharaf,242.81,2,1991,1055.33,1,"87 Rue D, Tanger",
Sisalem,118.28,3,1993,2772.01,6,"52 Rue A, Fes",
Almassira1,139.85,3,2003,4782.98,7,"74 Rue A, Fes",336317.0
Sisalem,275.49,3,2021,3643.61,9,"63 Rue E, Tanger",285622.0
Alatlas,247.74,2,1991,3278.55,7,"11 Rue B, Fes",269833.0
Alatlas,102.75,3,2003,3086.62,9,"68 Rue C, Tanger",244867.0
Taqaddom,149.68,3,2009,1307.93,9,"38 Rue C, Marrakech",156224.0
RiadSalam,142.88,3,2014,2446.92,8,"87 Rue D, Béni Mellal",213411.0
Almassira1,154.16,2,1997,2041.36,7,"20 Rue E, Rabat",208071.0
Sisalem,149.51,3,2017,4788.83,3,"22 Rue E, Tanger",340934.0
RiadSalam,112.51,3,2010,1590.44,3,"73 Rue D, Marrakech",169851.0
Sisalem,191.79,2,2012,2621.82,5,"98 Rue A, Tanger",230546.0
Taqaddom,246.55,4,2021,4721.36,7,"72 Rue F, Marrakech",
Sisalem,221.35,3,1997,4051.31,7,"31 Rue D, Rabat",299126.0
Haycharaf,234.57,4,2020,4840.32,1,"17 Rue D, Rabat",346427.0
Elkasba,116.23,3,2005,3237.49,8,"16 Rue A, Marrakech",256182.0
Taqaddom,290.3,2,2016,2002.04,1,"28 Rue B, Béni Mellal",208195.0
Alatlas,267.7,4,2007,4219.92,4,"74 Rue C, Agadir",320122.0
Almassira1,261.02,4,2004,1811.55,2,"21 Rue F, Marrakech",195167.0
Haycharaf,264.6,4,2016,1241.48,5,"71 Rue D, Tanger",
Taqaddom,286.54,4,2006,3678.3,6,"97 Rue B, Marrakech",291333.0
Haycharaf,208.85,3,1991,3375.3,4,"77 Rue C, Tanger",263085.0
Almassira1,140.06,3,2020,4455.27,4,"99 Rue C, Fes",319471.0
Almassira1,223.36,4,1992,4828.66,7,"14 Rue F, Fes",345851.0
Almassira1,248.58,3,2006,4357.39,4,"82 Rue F, Tanger",320513.0
Alatlas,247.58,4,2003,770.1,2,"65 Rue E, Rabat",
Elhouda,204.29,4,2003,3490.31,4,"51 Rue B, Marrakech",276206.0
Elkasba,113.69,2,1990,4031.3,7,"64 Rue D, Tanger",292887.0
RiadSalam,174.22,4,2018,4918.68,1,"58 Rue B, Agadir",343655.0
Almassira1,284.15,3,1993,2185.98,4,"52 Rue C, Béni Mellal",215645.0
Alatlas,216.89,4,2022,1264.47,6,"69 Rue C, Marrakech",
Haycharaf,207.67,2,2006,4338.2,8,"84 Rue B, Fes",317294.0
Almassira1,153.77,3,2017,1928.6,8,"13 Rue D, Rabat",190210.0
Sisalem,173.69,2,2015,3191.91,9,"84 Rue D, Marrakech",251622.0
Elhouda,279.07,2,1997,2254.53,5,"53 Rue B, Fes",216778.0
Elkasba,233.29,4,2007,2310.47,2,"4 Rue E, Agadir",220008.0
Alatlas,257.48,2,2020,3796.09,3,"18 Rue E, Rabat",293113.0
Elkasba,190.87,2,2016,2126.64,2,"65 Rue A, Rabat",207164.0
Sisalem,226.05,3,2005,3618.84,9,"74 Rue F, Marrakech",277979.0
Alatlas,149.68,2,1999,564.48,6,"3 Rue C, Rabat",119110.0
Haycharaf,241.09,4,2001,1960.91,1,"32 Rue B, Rabat",
Taqaddom,185.52,4,2011,1935.7,3,"81 Rue D, Fes",194858.0
RiadSalam,188.51,4,2005,3869.76,7,"12 Rue C, Béni Mellal",296760.0
Elhouda,229.86,2,2001,1915.51,7,"96 Rue E, Fes",203776.0
Almassira1,287.26,3,2000,3349.97,5,"50 Rue E, Rabat",277060.0
Sisalem,112.8,4,2009,3598.36,3,"25 Rue B, Marrakech",265086.0
RiadSalam,264.95,2,1990,3462.91,7,"48 Rue F, Agadir",
Taqaddom,158.48,4,2016,3214.82,5,"23 Rue D, Fes",247158.0
RiadSalam,188.78,4,1992,2361.28,6,"26 Rue C, Agadir",215910.0
Elkasba,104.38,3,2001,2179.87,3,"38 Rue A, Béni Mellal",203737.0
Elkasba,160.21,4,2019,3040.63,6,"27 Rue E, Marrakech",250337.0
Taqaddom,200.53,3,1998,786.66,7,"59 Rue B, Fes",132639.0
Elkasba,111.24,2,1990,4441.19,8,"78 Rue D, Agadir",316427.0
Taqaddom,198.22,4,1993,4213.92,2,"23 Rue D, Rabat",312349.0
Alatlas,285.42,2,2004,2058.73,2,"83 Rue A, Rabat",213704.0
Taqaddom,121.08,2,2016,3050.69,6,"43 Rue B, Agadir",247889.0
Haycharaf,252.89,2,1997,4695.02,8,"60 Rue F, Béni Mellal",336403.0
Elkasba,181.93,4,2012,1722.37,5,"1 Rue F, Béni Mellal",178037.0
Almassira1,231.03,3,2004,3841.05,1,"88 Rue F, Marrakech",296853.0
Haycharaf,152.05,4,2016,872.29,1,"67 Rue D, Marrakech",140699.0
Alatlas,131.9,2,2020,2855.17,9,"10 Rue D, Tanger",
